0.1,0.1,0.1
68.2023,63.0095,71.0421
54.5483,55.7931,56.0561
46.0366,46.6935,45.7956
37.2315,39.0251,38.304
32.7364,33.1535,32.5911
28.2604,26.91,28.1597
24.6851,25.06,24.6583
21.7962,22.0785,21.7476
18.8225,18.8424,18.7696
16.3867,16.0181,17.365
13.9237,14.0364,15.1776
13.5636,13.2175,13.7602
12.7378,12.4724,12.8289
11.6246,11.4246,11.3808
10.6409,10.7975,10.108
9.74812,9.63004,9.29335
8.70253,8.88102,8.56782
8.28498,8.20816,7.92348
7.65656,7.81815,7.12898
6.6916,7.23657,6.2244
6.23553,6.33133,5.82827
5.64102,5.54632,5.46537
5.11751,5.20548,4.79451
4.81064,4.73085,4.20203
4.66599,4.15714,3.98869
4.29013,4.08828,3.79039
3.74145,3.73226,3.46634
3.4215,3.54717,3.0334
3.25374,3.37303,2.90717
3.09731,2.97342,2.66301
2.84365,2.72851,2.43869
2.51002,2.50491,2.23062
2.30788,2.29848,2.03741
2.22015,2.00395,1.97327
2.04425,1.93735,1.91286
1.7874,1.77364,1.74538
1.64033,1.62082,1.69666
1.50137,1.57521,1.43917
1.45991,1.53232,1.09265
1.06997,1.39937,1.0587
0.996137,1.27279,1.03501
0.929418,1.24337,1.01314
0.90846,1.21577,0.992917
0.801182,1.10132,0.974173
0.784258,1.07923,0.95677
0.768798,1.05854,0.940582
0.754658,0.952823,0.925497
0.741712,0.936287,0.911413
0.729844,0.920844,0.898241
0.631972,0.906397,0.885899
0.6221,0.892857,0.874315
0.613126,0.880145,0.863422
0.604965,0.868191,0.853163
0.59754,0.856932,0.747836
0.503293,0.846309,0.739575
0.496687,0.83627,0.635943
0.490772,0.826769,0.629083
0.395934,0.817763,0.622801
0.390293,0.809214,0.617043
0.385241,0.656104,0.611764
0.380726,0.557492,0.606918
0.3767,0.55169,0.602469
0.373119,0.38418,0.59838
0.369943,0.378057,0.588438
0.367136,0.372575,0.495033
0.364665,0.367677,0.394499
0.362502,0.363308,0.390452
0.360617,0.2742,0.386846
0.358988,0.269309,0.383641
0.35759,0.264913,0.380802
0.356404,0.260967,0.378295
0.355411,0.257433,0.376092
0.354594,0.254274,0.374165
0.353937,0.251459,0.37249
0.353427,0.248956,0.371046
0.353049,0.24674,0.36981
0.352792,0.157404,0.368766
0.352645,0.148314,0.367895
0.352599,0.144765,0.262994
0.352643,0.141509,0.260859
0.352771,0.13852,0.258977
0.352975,0.135776,0.150347
0.353247,0.133255,0.146614
0.353581,0.130941,0.143188
0.353971,0.128814,0.140044
0.354413,0.126859,0.137158
0.354901,0.125063,0.134509
0.35543,0.123411,0.132075
0.355998,0.121892,0.12984
0.3566,0.120495,0.127787
0.357232,0.11921,0.1259
0.357893,0.118026,0.124165
0.251565,0.116937,0.12257
0.250643,0.115934,0.121104
0.140286,0.11501,0.119755
0.137347,0.114158,0.118513
0.134649,0.113373,0.117371
0.132171,0.11265,0.116319
0.129896,0.111982,0.115351
0.127807,0.111365,0.114459
0.125887,0.110796,0.113637
0.124122,0.110271,0.112879
0.122501,0.109785,0.11218
0.12101,0.109335,0.111535
0.119638,0.10892,0.11094
0.118377,0.108535,0.110391
0.117217,0.108178,0.109884
0.116149,0.107848,0.109415
0.115166,0.107541,0.108981
0.114261,0.107257,0.10858
0.113427,0.106993,0.108209
0.112659,0.106747,0.107865
0.111951,0.106518,0.107546
0.111298,0.106306,0.107251
0.110696,0.106107,0.106976
0.11014,0.105922,0.106721
0.109627,0.105749,0.106485
0.109153,0.105588,0.106264
0.108716,0.105436,0.106059
0.108311,0.105295,0.105868
0.107937,0.105162,0.105689
0.10759,0.105037,0.105523
0.107269,0.10492,0.105367
0.106972,0.104809,0.105221
0.106697,0.104705,0.105085
0.106441,0.104607,0.104957
0.106203,0.104514,0.104837
0.105983,0.104426,0.104724
0.105778,0.104342,0.104617
0.105587,0.104263,0.104517
0.105409,0.104188,0.104422
0.105243,0.104116,0.104333
0.105088,0.104048,0.104248
0.104943,0.103983,0.104168
0.104808,0.103921,0.104092
0.104681,0.103861,0.10402
0.104562,0.103804,0.103951
0.10445,0.103749,0.103886
0.104346,0.103696,0.103823
0.104247,0.103646,0.103763
0.104154,0.103597,0.103706
0.104067,0.10355,0.103651
0.103984,0.103504,0.103598
0.103906,0.10346,0.103548
0.103831,0.103417,0.103499
0.103761,0.103376,0.103452
0.103694,0.103335,0.103407
0.103631,0.103296,0.103363
0.10357,0.103258,0.103321
0.103513,0.103221,0.10328
0.103457,0.103185,0.10324
0.103405,0.10315,0.103202
0.103354,0.103116,0.103164
0.103306,0.103082,0.103128
0.103259,0.103049,0.103092
0.103214,0.103017,0.103058
0.103171,0.102986,0.103024
0.10313,0.102955,0.102991
0.10309,0.102924,0.102959
0.103051,0.102895,0.102928
0.103013,0.102866,0.102897
0.102977,0.102837,0.102867
0.102941,0.102809,0.102837
0.102907,0.102781,0.102808
0.102874,0.102754,0.10278
0.102841,0.102727,0.102752
0.10281,0.1027,0.102724
0.102779,0.102674,0.102697
0.102749,0.102649,0.102671
0.102719,0.102624,0.102645
0.10269,0.102599,0.102619
0.102662,0.102574,0.102594
0.102635,0.10255,0.102569
0.102608,0.102526,0.102544
0.102581,0.102502,0.10252
0.102555,0.102479,0.102496
0.10253,0.102456,0.102473
0.102504,0.102433,0.102449
0.10248,0.102411,0.102427
0.102456,0.102389,0.102404
0.102432,0.102367,0.102382
0.102408,0.102345,0.10236
0.102385,0.102324,0.102338
0.102363,0.102303,0.102316
0.10234,0.102282,0.102295
0.102318,0.102261,0.102274
0.102296,0.102241,0.102254
0.102275,0.10222,0.102233
0.102254,0.1022,0.102213
0.102233,0.102181,0.102193
0.102212,0.102161,0.102173
0.102192,0.102142,0.102153
0.102172,0.102122,0.102134
0.102152,0.102104,0.102115
0.102132,0.102085,0.102096
0.102113,0.102066,0.102077
0.102094,0.102048,0.102059
0.102075,0.10203,0.10204
0.102056,0.102012,0.102022
0.102038,0.101994,0.102004
0.102019,0.101976,0.101987
0.102001,0.101959,0.101969
0.101983,0.101942,0.101952
0.101966,0.101925,0.101934
0.101948,0.101908,0.101917
0.101931,0.101891,0.101901
0.101914,0.101874,0.101884
0.101897,0.101858,0.101867
0.10188,0.101842,0.101851
0.101864,0.101826,0.101835
0.101847,0.10181,0.101819
0.101831,0.101794,0.101803
0.101815,0.101779,0.101787
0.101799,0.101763,0.101772
0.101784,0.101748,0.101756
0.101768,0.101733,0.101741
0.101753,0.101718,0.101726
0.101737,0.101703,0.101711
0.101722,0.101688,0.101696
0.101707,0.101674,0.101682
0.101693,0.101659,0.101667
0.101678,0.101645,0.101653
0.101664,0.101631,0.101639
0.101649,0.101617,0.101625
0.101635,0.101603,0.101611
0.101621,0.101589,0.101597
0.101607,0.101576,0.101583
0.101593,0.101562,0.10157
0.10158,0.101549,0.101556
0.101566,0.101536,0.101543
0.101553,0.101523,0.10153
0.101539,0.10151,0.101517
0.101526,0.101497,0.101504
0.101513,0.101484,0.101491
0.1015,0.101472,0.101479
0.101488,0.101459,0.101466
0.101475,0.101447,0.101454
0.101463,0.101435,0.101442
0.10145,0.101423,0.101429
0.101438,0.101411,0.101417
0.101426,0.101399,0.101405
0.101414,0.101387,0.101394
0.101402,0.101376,0.101382
0.10139,0.101364,0.10137
0.101379,0.101353,0.101359
0.101367,0.101341,0.101347
0.101356,0.10133,0.101336
0.101344,0.101319,0.101325
0.101333,0.101308,0.101314
0.101322,0.101297,0.101303
0.101311,0.101287,0.101292
0.1013,0.101276,0.101282
0.101289,0.101265,0.101271
0.101278,0.101255,0.10126
0.101268,0.101244,0.10125
0.101257,0.101234,0.10124
0.101247,0.101224,0.101229
0.101237,0.101214,0.101219
0.101226,0.101204,0.101209
0.101216,0.101194,0.101199
0.101206,0.101184,0.101189
0.101196,0.101175,0.10118
0.101187,0.101165,0.10117
0.101177,0.101155,0.10116
0.101167,0.101146,0.101151
0.101158,0.101137,0.101142
0.101148,0.101127,0.101132
0.101139,0.101118,0.101123
0.101129,0.101109,0.101114
0.10112,0.1011,0.101105
0.101111,0.101091,0.101096
0.101102,0.101082,0.101087
0.101093,0.101074,0.101078
0.101084,0.101065,0.10107
0.101076,0.101056,0.101061
0.101067,0.101048,0.101052
0.101058,0.101039,0.101044
0.10105,0.101031,0.101035
0.101041,0.101023,0.101027
0.101033,0.101015,0.101019
0.101025,0.101007,0.101011
0.101016,0.100998,0.101003
0.101008,0.10099,0.100995
0.101,0.100983,0.100987
0.100992,0.100975,0.100979
0.100984,0.100967,0.100971
0.100976,0.100959,0.100963
0.100969,0.100952,0.100956
0.100961,0.100944,0.100948
